Study_Hours_Per_Week,Attendance_Percentage,Previous_Grades,Family_Income,Dropped_Out
3.9,49.9,49.2,25996.37,1
4.5,57.0,20.5,18638.9,1
13.7,92.2,88.0,59574.05,0
8.2,50.2,42.3,62027.4,1
23.4,84.6,80.8,55108.19,0
24.7,86.2,72.4,66977.84,0
0.9,34.8,23.6,45095.88,1
16.9,62.1,73.6,55665.48,0
18.7,80.1,92.9,62530.9,0
4.1,50.9,48.3,35640.83,1
17.5,73.9,89.6,46613.4,0
28.4,84.4,68.3,10058.53,0
17.7,88.6,80.2,78117.73,0
16.6,93.8,98.8,43796.28,0
15.3,94.2,87.6,59467.33,0
18.0,73.3,74.2,82219.67,0
26.1,89.0,89.5,83618.82,0
,18.7,41.2,56634.71,1
21.0,100.0,70.8,85798.11,0
2.5,54.8,45.4,41829.36,1
8.6,25.6,16.9,60153.02,1
17.1,87.1,83.1,43166.96,0
18.3,81.6,76.5,88088.69,0
13.1,73.5,83.0,43889.07,0
7.0,36.9,33.6,34247.1,1
30.5,83.6,78.8,69510.08,0
12.1,89.5,83.5,117236.91,0
,28.5,40.8,39817.32,1
22.5,100.0,79.8,90215.0,0
21.3,91.5,64.7,57863.08,0
19.8,90.7,83.6,92965.69,0
17.7,82.7,86.0,46126.9,0
11.4,,81.3,66611.53,0
5.4,58.1,44.4,29070.94,1
3.2,44.8,31.8,70172.37,1
14.2,85.5,94.9,87348.55,0
21.1,82.2,65.4,57333.04,0
14.6,80.0,76.5,46430.57,0
3.6,50.9,44.5,30180.62,1
9.8,53.3,38.5,12864.53,1
17.6,95.6,82.6,65689.15,0
5.8,40.8,46.4,34242.79,1
10.2,86.6,71.8,82993.44,0
3.8,45.8,42.2,35643.77,1
12.0,90.5,81.3,87288.12,0
21.9,81.4,92.3,70796.15,0
13.4,76.2,91.1,55384.32,0
2.8,53.2,34.1,59294.27,1
18.2,94.0,81.3,71888.12,0
18.1,96.6,86.5,87472.07,0
15.2,84.0,80.2,102163.83,0
14.8,92.6,86.8,62466.32,0
20.5,94.5,87.7,33224.68,0
24.0,97.7,86.5,77437.24,0
17.3,88.4,75.5,100854.98,0
22.8,90.6,86.8,45862.59,0
17.8,77.5,85.4,97873.94,0
16.3,84.9,84.3,88584.36,0
0.6,38.6,48.4,36973.04,1
2.4,25.5,35.2,33414.83,1
18.9,79.4,89.9,33510.33,0
23.2,93.7,85.7,57843.74,0
25.5,90.1,74.4,59588.06,0
4.6,47.6,42.9,36065.31,1
23.6,100.0,84.2,41275.76,0
0.0,15.1,22.0,47636.03,1
,91.0,96.3,15055.36,0
18.7,92.0,88.3,60431.63,0
3.5,35.2,33.3,55436.88,1
19.9,65.8,89.9,77511.71,0
10.1,87.9,80.7,86573.05,0
0.3,60.9,45.4,21694.4,1
,95.2,83.7,60299.36,0
16.0,99.5,72.3,63058.72,0
4.9,42.8,38.2,10000.0,1
0.6,75.9,35.7,56311.16,1
15.8,,80.3,44953.61,0
22.5,80.2,77.8,61824.56,0
23.2,90.3,89.6,27879.12,0
6.9,41.8,42.5,46770.94,1
27.7,84.6,80.6,27097.28,0
21.8,89.2,88.2,60830.43,0
16.1,,89.4,35673.94,0
5.6,42.6,46.7,48054.24,1
20.1,93.4,89.4,71727.97,0
12.0,84.9,79.6,60017.93,0
3.1,23.5,23.9,90318.6,1
4.4,45.4,33.6,39769.66,1
8.4,88.5,69.2,77584.96,0
19.4,86.8,73.0,81042.73,0
3.4,39.2,37.3,45032.3,1
19.7,78.2,80.7,84969.82,0
0.0,48.3,39.2,38506.18,1
12.6,95.6,69.8,109359.39,0
13.9,89.5,86.5,83693.65,0
19.9,70.1,79.4,76345.5,0
4.3,55.0,46.2,25024.44,1
6.3,52.4,44.3,32229.99,1
21.7,90.6,90.1,76833.7,0
4.2,40.1,58.6,64219.45,1
22.4,92.8,78.4,54443.94,0
17.0,83.1,85.0,61834.7,0
19.0,92.0,83.4,70933.51,0
19.6,87.5,76.3,73292.53,0
23.9,85.1,85.3,59992.94,0
16.0,100.0,68.0,50874.22,0
12.7,88.9,90.7,86589.75,0
16.0,75.7,80.9,67610.44,0
2.3,45.0,41.0,55922.8,1
23.3,92.8,69.0,72398.97,0
24.0,99.9,90.8,89190.2,0
19.0,74.0,85.6,76037.92,0
9.1,89.8,100.0,54868.93,0
14.9,79.4,97.0,105725.81,0
3.6,37.4,37.9,24175.22,1
0.3,63.5,42.0,30098.86,1
28.1,95.2,94.1,37848.38,0
0.7,63.5,49.0,57389.94,1
19.9,97.5,76.9,62460.13,0
6.0,55.4,49.4,58759.92,1
3.0,76.1,38.2,55957.01,1
8.3,53.7,47.8,74214.99,1
13.9,92.5,81.7,65291.94,0
26.2,100.0,95.2,38346.81,0
18.2,91.2,73.0,78430.27,0
18.6,86.4,78.0,82513.14,0
0.0,36.4,48.3,33491.91,1
18.9,82.0,73.9,85227.32,0
4.9,47.0,47.7,20164.52,1
5.5,28.8,40.9,45028.5,1
0.0,43.7,44.6,31776.77,1
17.4,87.7,85.3,77912.22,0
15.1,92.5,95.0,54070.65,0
20.9,77.2,100.0,83115.99,0
16.5,77.8,66.7,45850.89,0
21.2,100.0,87.6,64556.41,0
15.1,91.3,88.6,91452.79,0
21.2,96.1,79.1,86361.36,0
15.8,95.7,88.4,90212.02,0
4.1,33.9,45.8,46242.22,1
28.0,87.6,70.2,90431.59,0
3.0,46.7,46.0,53892.56,1
13.1,91.0,93.8,31424.07,0
9.5,41.3,45.2,25046.89,1
17.6,91.1,82.0,83237.71,0
12.0,86.5,87.1,91212.0,0
9.6,42.8,31.5,65920.96,1
6.2,36.3,28.7,46877.48,1
6.0,25.8,22.4,24956.37,1
20.0,87.8,81.0,85461.07,0
21.5,79.6,59.5,50883.0,0
20.7,98.1,69.4,86379.16,0
18.4,83.6,89.2,27742.23,0
27.1,79.7,80.3,113156.7,0
20.9,84.8,84.4,60854.5,0
11.8,85.6,76.0,46499.62,0
16.0,100.0,81.6,106842.44,0
22.9,87.8,86.9,90369.12,0
17.2,86.2,71.2,113397.45,0
0.0,34.1,29.4,39514.41,1
18.7,100.0,84.2,45272.33,0
19.4,77.3,84.9,76175.26,0
2.0,56.4,36.3,10000.0,1
17.8,87.4,100.0,76559.25,0
11.6,92.3,77.8,62640.0,0
24.3,78.7,82.7,58219.38,0
24.4,98.2,86.7,47813.27,0
26.0,80.9,75.6,88391.87,0
11.9,81.5,86.5,98780.56,0
2.1,51.3,41.1,54591.85,1
1.0,46.0,50.9,59641.6,1
1.0,38.6,28.3,58411.06,1
9.7,96.2,88.5,81589.58,0
18.6,89.5,83.3,55709.39,0
21.1,82.9,80.1,34776.99,0
15.9,97.3,80.5,52063.87,0
10.7,89.8,81.8,63318.04,0
3.6,42.7,43.5,27724.24,1
21.7,77.3,63.8,66221.35,0
8.4,58.2,42.0,56604.69,1
20.3,80.5,83.8,110617.63,0
19.0,96.0,89.5,78890.03,0
8.7,53.8,48.4,23216.84,1
21.0,85.4,89.2,54888.04,0
25.4,90.3,88.4,29413.04,0
19.6,87.3,84.1,88215.08,0
22.6,100.0,74.5,10000.0,0
4.9,51.9,45.1,29491.8,1
20.7,84.1,76.8,61851.24,0
3.7,69.7,50.4,31808.19,1
17.7,84.5,72.2,105837.75,0
17.2,81.8,69.8,55961.02,0
11.5,49.0,58.0,17932.55,1
2.6,38.9,55.6,43646.17,1
15.8,86.3,77.7,57592.37,0
17.1,84.4,87.4,69262.44,0
0.0,47.2,56.0,41722.74,1
19.1,86.5,79.7,100226.52,0
24.1,74.4,81.4,70275.66,0
19.0,92.2,88.2,98072.38,0
19.4,71.5,81.8,103624.96,0
6.7,45.0,51.9,39908.21,1
0.1,53.7,31.5,56031.93,1
16.1,98.3,79.9,69835.62,0
19.3,77.9,86.4,65304.78,0
12.8,81.7,74.4,53971.16,0
14.2,74.2,88.8,43931.78,0
17.8,84.3,80.4,86989.81,0
6.7,40.8,47.8,43350.57,1
19.6,85.0,91.3,40741.7,0
5.4,97.9,82.4,43165.89,0
14.8,92.7,80.1,78080.16,0
5.2,46.0,56.8,38387.73,1
,82.7,89.9,71536.66,0
5.1,60.3,37.0,39243.2,1
3.9,53.2,29.6,43792.87,1
32.7,99.9,84.1,39616.53,0
29.2,86.4,69.2,81497.05,0
0.0,37.4,39.7,49358.0,1
16.3,82.1,69.7,34165.23,0
3.3,63.6,32.8,31013.16,1
13.7,88.1,69.7,94589.71,0
6.4,47.9,36.9,37929.52,1
9.3,80.2,76.0,91169.35,0
18.6,76.4,92.7,57937.72,0
18.2,96.1,71.0,93008.73,0
10.5,91.9,62.7,98366.15,0
14.9,,74.1,96137.21,0
19.2,86.5,80.7,47181.11,0
18.4,91.3,75.3,73798.26,0
0.7,49.3,40.7,53822.75,1
25.4,99.3,81.1,63608.47,0
22.0,88.7,92.6,29573.1,0
21.2,88.3,76.3,60154.58,0
2.2,47.8,35.8,46954.62,1
18.3,87.0,69.7,64620.76,0
28.8,86.9,80.5,83142.68,0
15.5,88.0,100.0,67084.63,0
18.8,93.1,78.6,81741.52,0
20.8,100.0,78.7,93531.03,0
13.6,83.9,70.1,46602.78,0
18.8,87.9,67.8,76709.87,0
25.2,91.1,89.0,68517.65,0
4.9,49.3,39.9,38620.77,1
8.8,24.9,38.0,51278.56,1
23.8,85.9,66.2,63801.52,0
19.3,97.2,74.5,41567.34,0
18.7,86.3,82.0,95453.3,0
21.7,74.7,86.2,84532.42,0
31.4,92.9,88.4,93146.41,0
18.4,79.6,94.7,95496.67,0
18.8,77.5,74.7,64340.55,0
21.2,83.2,66.4,52242.14,0
,88.7,79.9,84060.99,0
18.0,79.9,87.6,78220.42,0
23.0,87.5,79.3,62509.77,0
19.1,87.8,79.0,87731.61,0
26.3,97.3,88.3,54027.72,0
28.4,100.0,63.4,58291.91,0
17.9,89.5,74.9,72361.05,0
0.0,41.0,34.9,13079.63,1
18.7,,79.2,67279.15,0
14.3,89.5,76.3,97234.23,0
20.4,97.5,89.6,59623.28,0
26.6,81.8,77.7,85731.41,0
20.3,85.4,71.1,91436.81,0
22.2,88.2,77.0,54800.11,0
10.3,82.6,84.0,89512.52,0
16.8,88.5,81.8,20990.72,0
16.4,100.0,82.4,99370.68,0
3.4,37.2,43.6,49052.64,1
20.6,86.2,77.6,77913.72,0
22.9,78.0,77.9,54830.36,0
27.1,67.8,82.7,111289.53,0
21.3,94.8,100.0,63066.98,0
13.8,81.3,79.5,56890.15,0
13.3,90.5,90.1,88671.35,0
19.6,77.2,76.2,93489.44,0
17.7,87.3,69.8,17024.17,0
17.2,88.3,80.3,84848.2,0
17.3,85.4,76.6,95024.58,0
15.0,90.4,74.2,74542.97,0
15.4,82.4,79.9,59331.19,0
9.2,90.5,84.5,74751.11,0
8.9,35.8,45.7,67157.89,1
19.6,94.5,85.0,72277.34,0
17.5,89.9,86.1,83653.87,0
29.4,91.3,84.9,69685.23,0
19.8,100.0,92.5,52533.28,0
5.7,31.2,37.0,48678.89,1
22.9,97.0,90.4,80463.46,0
,90.4,77.6,58409.58,0
20.2,90.0,73.2,67051.15,0
19.5,100.0,76.0,57924.83,0
20.4,89.3,78.0,31384.29,0
13.6,97.3,76.2,67752.79,0
18.9,86.3,82.5,89379.14,0
9.5,100.0,96.5,76887.58,0
15.8,83.8,77.3,63993.69,0
12.6,85.1,88.9,52595.75,0
,23.0,25.7,21552.57,1
17.0,90.9,97.3,71081.71,0
12.3,96.9,87.0,49743.69,0
15.2,75.8,80.3,79603.77,0
24.3,100.0,81.8,51684.1,0
23.0,95.4,88.1,74349.53,0
27.8,81.2,73.0,78836.5,0
17.0,85.3,80.4,73699.13,0
0.5,28.5,50.8,64999.16,1
18.1,100.0,79.2,58987.3,0
23.6,86.9,85.6,93509.75,0
0.4,51.7,22.0,45181.1,1
11.1,72.2,76.1,51894.3,0
19.2,90.3,62.7,101768.32,0
16.2,87.7,82.8,65062.82,0
16.8,98.3,65.8,77544.18,0
16.0,79.4,81.5,77188.86,0
16.1,87.7,87.0,79656.04,0
18.5,97.0,64.7,61742.11,0
19.1,78.6,88.5,88665.24,0
12.3,84.0,88.4,84496.01,0
22.6,91.1,55.2,71298.97,0
10.0,34.4,38.0,24879.67,1
24.8,88.8,59.6,66724.12,0
25.4,95.7,88.4,54653.37,0
11.1,41.2,52.8,39499.61,1
15.7,88.2,74.5,86176.06,0
21.3,,82.6,72150.84,0
14.5,81.2,85.3,70066.28,0
17.5,97.1,91.6,48361.92,0
1.9,44.4,50.3,28938.7,1
9.2,89.3,84.8,96605.16,0
21.5,88.1,72.7,89832.27,0
20.7,100.0,85.1,83308.37,0
4.6,45.4,59.0,40313.31,1
25.5,78.0,92.0,72220.02,0
22.6,91.1,74.5,44414.05,0
13.3,62.9,72.7,84877.37,0
18.8,93.3,75.2,46490.75,0
18.1,75.9,82.8,68215.88,0
19.6,97.9,88.4,80522.0,0
15.6,90.7,82.7,32809.11,0
27.3,91.6,81.0,91592.37,0
23.6,99.4,71.2,72634.34,0
20.6,73.2,75.2,102263.15,0
18.9,98.8,74.8,47095.17,0
15.2,79.8,92.5,90000.0,0
17.1,92.7,96.2,65734.17,0
15.3,71.4,81.3,59939.74,0
14.9,83.5,92.4,81070.12,0
5.2,,31.1,28865.98,1
26.8,89.8,56.9,78811.34,0
0.2,47.0,42.5,40226.07,1
15.5,78.9,67.5,83760.35,0
24.3,93.7,81.3,65385.93,0
18.1,97.5,92.6,74641.3,0
23.7,79.8,83.4,46064.13,0
16.8,74.3,90.2,60954.94,0
14.3,90.9,79.4,75248.51,0
16.1,87.4,84.9,54486.07,0
15.8,78.7,73.5,19816.29,0
12.6,95.6,77.8,65207.07,0
22.7,98.2,82.1,74021.71,0
22.3,82.0,77.8,64222.76,0
15.2,91.5,81.4,66983.15,0
22.5,83.3,84.1,116640.99,0
19.3,100.0,94.3,60795.27,0
11.7,100.0,89.3,45680.04,0
5.2,10.0,53.9,23797.5,1
19.3,97.5,81.1,55239.63,0
18.0,73.5,80.2,76286.43,0
3.7,47.9,44.8,47703.33,1
23.5,84.9,81.7,72262.0,0
13.2,64.5,85.4,77241.1,0
25.9,95.4,72.7,82554.52,0
0.0,40.7,41.4,46564.5,1
19.4,,81.5,93051.07,0
2.0,48.9,34.9,51698.96,1
22.0,100.0,78.5,74679.36,0
20.9,76.7,83.9,57506.05,0
15.0,83.1,93.6,106124.69,0
13.0,82.6,95.5,42709.42,0
16.2,83.0,85.5,65273.17,0
0.9,36.8,32.6,13530.53,1
18.1,99.7,87.7,97903.35,0
17.0,79.9,66.7,77330.07,0
19.3,80.2,79.0,57432.48,0
20.6,76.9,80.0,100693.11,0
18.2,96.1,70.7,49416.75,0
10.9,42.2,45.0,23303.65,1
7.2,36.6,43.7,41371.6,1
20.3,93.8,73.3,53526.0,0
20.2,72.1,72.1,62470.67,0
13.2,78.0,69.4,38305.31,0
18.1,69.0,86.3,72532.32,0
2.6,41.6,34.9,34599.78,1
16.9,82.7,68.4,36769.32,0
,90.2,76.0,51387.94,0
16.4,87.8,82.0,87973.35,0
21.8,78.3,77.6,83786.58,0
19.3,88.5,77.5,99686.44,0
7.2,44.5,48.7,30365.18,1
9.2,58.4,31.7,25617.94,1
17.1,83.4,84.7,82273.62,0
17.3,94.0,95.0,77342.57,0
3.7,52.3,148.53997825663404,38450.46,1
20.8,96.7,92.1,70833.02,0
30.7,81.8,66.4,104040.23,0
21.6,79.0,81.3,58093.86,0
18.9,81.1,88.6,50399.43,0
1.4,32.4,29.0,32040.75,1
15.5,94.9,56.4,52966.19,0
7.6,47.6,42.5,47697.33,1
8.9,34.5,35.0,63266.5,1
0.9,46.9,32.0,39955.45,1
15.6,78.8,87.9,59188.09,0
6.2,56.3,35.0,33711.1,1
,99.6,78.5,75648.41,0
19.8,92.1,75.9,37148.24,0
8.2,86.5,73.3,40570.02,0
,94.6,70.4,99404.27,0
5.9,47.7,35.0,44986.55,1
19.7,82.9,85.6,81772.24,0
14.9,89.7,72.2,46353.02,0
14.7,94.2,95.3,59382.52,0
10.0,93.2,67.0,98977.21,0
4.9,34.5,50.9,48110.42,1
23.5,87.5,69.8,73211.54,0
17.3,97.0,84.5,62487.11,0
3.6,39.2,19.6,47381.88,1
8.8,96.6,80.0,82513.83,0
6.5,51.0,30.5,53128.65,1
29.0,100.0,68.1,48261.09,0
14.4,89.4,83.3,80792.24,0
0.0,49.7,35.4,34323.98,1
23.4,99.5,70.2,70773.83,0
10.3,98.3,85.1,15698.04,0
13.3,81.1,93.8,66906.09,0
4.5,59.1,41.5,42551.6,1
14.0,92.9,74.7,93701.53,0
9.0,62.4,51.1,84419.26,1
8.3,66.1,35.1,41375.07,1
16.4,,81.1,58568.96,0
4.1,51.2,53.8,64406.79,1
25.4,,67.3,54487.13,0
23.4,94.1,78.3,68707.29,0
13.6,75.4,99.4,96032.94,0
21.3,93.3,67.9,59343.09,0
20.8,87.5,84.5,68844.95,0
22.2,90.8,88.4,76556.42,0
23.7,84.0,93.7,83252.14,0
5.6,49.4,22.1,16331.7,1
10.0,92.5,89.1,59501.82,0
16.5,93.0,75.9,102436.52,0
10.9,85.9,77.0,57978.21,0
20.7,92.6,61.9,54209.35,0
5.7,83.2,82.6,89626.2,0
19.3,85.4,89.7,63635.1,0
24.6,92.8,60.4,66927.12,0
20.7,89.3,88.7,95986.67,0
13.1,82.2,80.2,95332.65,0
20.3,86.3,63.8,99783.3,0
10.2,80.6,81.0,60876.98,0
0.0,47.6,39.4,28495.58,1
11.9,83.8,80.2,73998.97,0
23.6,91.0,81.3,27945.96,0
20.4,82.8,89.9,89443.74,0
18.5,80.1,77.0,38550.21,0
15.9,86.4,83.2,60651.99,0
9.6,80.8,69.3,90616.94,0
14.4,72.9,74.9,69122.02,0
23.2,91.8,76.5,85341.81,0
16.2,80.1,73.4,92731.53,0
19.5,94.4,79.8,69991.22,0
21.0,99.9,67.3,66789.74,0
8.6,59.0,58.9,35416.54,1
6.7,34.8,39.0,49280.54,1
0.3,49.0,24.1,41009.58,1
12.1,93.0,94.9,62591.1,0
18.7,85.9,91.2,59488.57,0
11.1,91.8,71.3,104106.85,0
1.6,57.1,47.9,15724.35,1
15.0,95.0,92.0,92709.7,0
3.3,44.8,46.4,25842.3,1
7.8,,43.1,39338.36,1
16.8,81.7,70.6,109877.38,0
11.8,88.8,72.1,72526.43,0
16.3,92.9,81.5,84838.39,0
20.7,,71.9,50077.93,0
5.0,30.3,39.3,32362.83,1
12.9,84.6,85.9,100249.97,0
4.2,40.3,33.5,42538.59,1
16.0,78.0,78.4,89338.05,0
11.3,72.4,69.9,90143.94,0
17.4,78.8,65.4,53421.19,0
12.7,81.3,75.8,111610.91,0
3.8,35.4,47.3,49705.06,1
5.4,49.7,21.6,41052.97,1
5.3,46.9,34.2,46771.36,1
24.1,81.5,98.2,75691.96,0
14.3,90.8,76.5,63634.8,0
24.7,95.3,84.9,85455.63,0
23.2,88.1,80.7,105903.66,0
16.3,68.2,93.6,108525.5,0
6.1,35.9,49.0,46021.94,1
1.1,31.1,37.1,39043.85,1
2.4,67.8,40.6,36584.06,1
2.2,46.7,38.1,51891.48,1
17.0,84.3,71.9,66352.76,0
2.2,33.6,34.6,40194.78,1
17.3,100.0,79.0,55027.35,0
21.0,91.8,74.5,36988.5,0
12.7,93.4,84.5,23512.19,0
0.9,29.0,36.9,37309.23,1
27.1,64.4,73.4,61293.63,0
8.0,100.0,78.1,60785.29,0
0.0,78.4,52.0,40843.66,1
16.6,95.8,88.9,75949.53,0
4.8,44.6,21.2,50208.26,1
5.4,51.0,27.3,33401.97,1
12.5,93.0,73.5,45985.7,0
14.0,89.9,95.0,77212.67,0
19.4,87.1,96.7,65832.58,0
18.4,78.6,79.9,85159.74,0
23.3,82.9,85.0,88757.45,0
30.0,87.5,77.2,60841.88,0
26.0,84.7,66.4,80209.13,0
3.7,40.5,24.5,42670.16,1
28.6,73.8,74.2,62312.14,0
21.6,100.0,73.2,78384.34,0
11.6,76.9,79.0,68891.29,0
18.3,83.1,73.6,90892.09,0
23.6,85.8,70.5,82309.56,0
17.5,89.0,63.2,79236.22,0
12.0,86.5,82.7,67367.93,0
3.2,42.0,43.7,41516.98,1
8.1,26.5,59.3,50895.04,1
12.4,83.7,81.2,29416.29,0
25.1,86.1,71.8,68125.63,0
16.8,72.1,72.7,52108.6,0
15.0,100.0,69.7,58372.2,0
13.0,84.8,74.6,71245.05,0
22.4,94.2,69.2,36824.04,0
6.5,43.7,50.2,41997.79,1
1.8,15.1,43.1,10000.0,1
19.8,97.6,78.2,63044.18,0
5.9,50.4,44.4,50557.39,1
12.1,80.6,81.1,61157.54,0
2.3,48.3,36.8,53531.76,1
16.0,78.0,70.7,83232.77,0
0.1,55.3,46.1,59829.61,1
6.2,36.3,34.1,41603.6,1
4.1,27.2,35.8,55125.54,1
7.4,42.9,38.7,16324.0,1
14.3,82.1,79.5,35563.19,0
20.9,87.9,84.2,76894.38,0
13.7,94.6,67.4,100581.9,0
18.9,89.7,80.1,76728.42,0
20.7,,85.3,77721.86,0
6.2,41.8,42.4,62189.57,1
13.9,95.3,74.6,78798.3,0
6.9,20.2,44.5,41829.2,1
0.0,75.0,49.0,36293.25,1
19.8,88.7,85.5,51465.66,0
15.4,96.5,86.3,59980.7,0
5.9,43.5,25.7,61449.42,1
7.9,45.9,39.0,40286.07,1
25.3,97.3,100.0,97938.15,0
12.7,77.2,88.7,58347.14,0
17.5,72.6,97.9,89015.8,0
13.7,85.9,78.3,108877.77,0
16.6,89.8,85.1,67555.12,0
3.0,48.2,12.0,58912.6,1
19.7,88.0,75.7,66065.59,0
141.62310785173185,88.6,77.3,32275.69,0
20.5,80.8,68.0,128719.33,0
15.9,80.7,93.6,72697.78,0
0.0,39.1,44.6,29201.4,1
12.0,79.1,67.5,70691.39,0
9.5,95.0,86.9,65620.27,0
11.0,96.4,85.2,76245.99,0
11.8,90.8,73.8,64047.86,0
20.5,87.0,77.2,62857.29,0
12.4,87.4,93.3,67780.29,0
18.9,87.8,83.9,88405.18,0
1.6,81.9,42.0,46249.32,1
2.8,47.3,37.4,68859.33,1
,100.0,83.0,79174.47,0
14.2,97.2,65.9,76694.59,0
3.5,31.8,36.5,41564.16,1
19.4,94.1,67.5,97425.43,0
24.4,83.7,83.2,83982.73,0
19.5,80.6,93.6,62935.84,0
4.7,39.0,39.4,52521.44,1
5.8,39.2,43.5,44667.8,1
30.9,88.8,77.3,32422.96,0
,100.0,89.0,104147.62,0
5.6,46.8,34.5,27775.2,1
20.5,78.5,80.4,49661.75,0
3.5,69.6,28.9,26302.58,1
18.3,88.6,76.2,60798.83,0
16.0,86.3,71.3,62583.21,0
20.4,100.0,87.2,38562.68,0
23.0,,80.4,76082.67,0
20.8,93.0,72.1,42482.89,0
13.2,100.0,69.8,79620.74,0
1.6,59.1,47.5,58951.26,1
24.0,85.9,68.1,75852.8,0
17.6,100.0,81.2,81641.61,0
20.3,90.9,70.0,39881.32,0
19.9,84.8,85.7,39642.09,0
6.3,55.0,36.3,40549.38,1
9.7,85.8,78.2,78575.44,0
5.5,92.9,80.9,57175.32,0
3.1,59.8,49.1,38902.27,1
27.2,99.9,74.5,111728.8,0
25.6,86.5,92.9,45673.45,0
22.0,86.0,95.9,68288.89,0
15.4,100.0,69.4,83983.71,0
13.8,96.2,76.5,52018.38,0
20.2,90.7,72.0,69283.18,0
18.5,75.8,77.4,86325.49,0
16.9,78.2,93.2,53025.88,0
5.5,30.2,29.9,11416.4,1
9.3,60.6,37.4,61774.86,1
16.4,94.1,75.1,86861.39,0
,100.0,87.1,64081.52,0
22.3,89.3,76.5,83801.46,0
23.7,84.7,94.8,74001.36,0
24.8,91.8,76.4,86575.71,0
16.4,74.5,68.6,61632.7,0
17.3,96.1,81.7,106404.78,0
12.3,78.5,73.6,48647.09,0
2.0,24.7,35.1,37092.26,1
17.7,88.7,73.9,70969.07,0
0.6,47.4,47.0,41405.07,1
,100.0,89.3,87686.77,0
18.4,90.7,94.3,35783.84,0
18.4,89.4,88.6,54798.24,0
19.6,85.8,77.3,22376.17,0
20.3,,92.1,63814.8,0
12.9,80.6,59.2,78818.03,0
16.4,86.0,75.5,57704.1,0
15.4,87.2,72.1,56334.29,0
15.8,74.3,78.5,17257.81,0
12.2,88.8,86.3,80478.27,0
19.2,91.3,75.7,78848.74,0
6.9,29.5,50.8,58351.9,1
10.2,,81.6,85222.83,0
19.8,98.9,71.7,71300.65,0
23.0,,58.1,83054.86,0
11.8,99.2,73.8,75171.17,0
11.8,87.7,80.4,87953.94,0
0.9,28.1,43.6,56495.5,1
12.0,91.6,77.9,81307.08,0
3.9,62.5,48.7,29856.54,1
13.9,84.1,76.3,94214.38,0
7.0,34.3,36.0,73832.75,1
19.6,87.7,83.9,70200.31,0
21.0,91.4,60.6,59576.57,0
32.8,97.3,82.5,102930.06,0
144.18522481324516,35.8,35.0,51955.25,1
15.2,,62.4,69180.48,0
18.6,79.5,90.0,47578.36,0
26.9,,84.7,118488.0,0
,99.1,75.0,81005.35,0
19.6,82.3,87.3,41521.72,0
21.9,75.4,83.7,57958.94,0
20.3,93.2,70.7,95017.88,0
16.2,88.5,93.9,50958.14,0
0.0,60.0,47.9,52321.12,1
16.6,100.0,86.1,57253.43,0
21.0,95.1,93.4,47082.44,0
12.8,84.2,80.1,67000.25,0
2.5,34.2,30.6,38337.27,1
15.0,94.3,67.2,57734.06,0
3.8,36.9,42.0,40030.13,1
17.3,85.0,80.0,65293.97,0
123.03583812693512,89.8,91.2,56791.24,0
18.6,92.9,91.8,101980.39,0
3.9,53.7,35.3,28479.02,1
2.6,70.6,41.7,51104.82,1
6.2,28.8,29.8,35921.44,1
21.9,88.4,87.3,66860.02,0
4.0,61.2,43.5,41366.82,1
7.7,93.3,79.3,81681.8,0
10.9,77.2,87.7,54257.07,0
9.3,75.8,54.3,64040.43,0
13.1,86.9,80.9,51007.07,0
15.8,89.0,72.3,65433.97,0
9.6,33.2,37.6,45573.46,1
16.9,92.3,73.5,69395.44,0
23.5,83.4,94.6,73330.58,0
23.4,73.8,83.6,48221.65,0
24.3,90.2,62.2,81096.02,0
8.9,91.1,86.1,99062.31,0
18.8,79.8,94.8,69036.34,0
,88.7,78.2,75360.67,0
14.8,96.0,90.1,90710.78,0
14.0,79.4,97.5,60652.19,0
1.5,59.2,25.5,53024.56,1
19.2,98.2,94.5,27940.84,0
18.5,76.6,74.9,88208.54,0
6.2,35.3,43.7,42173.59,1
16.6,89.6,82.5,94838.15,0
21.6,100.0,85.6,53320.27,0
18.0,81.2,76.9,75855.2,0
0.0,34.7,53.0,53624.19,1
21.9,93.8,88.9,96474.91,0
19.2,59.2,71.4,45088.05,0
0.0,50.3,46.3,60075.53,1
9.3,38.8,35.9,24670.25,1
2.9,55.7,41.0,60315.1,1
0.8,59.3,41.5,48362.07,1
21.7,79.7,78.9,48567.39,0
21.3,90.4,89.3,40366.83,0
9.2,59.7,52.2,67663.01,1
8.6,76.7,82.3,41713.05,0
15.6,86.6,86.9,51687.14,0
23.2,83.1,83.8,93468.86,0
3.4,49.8,34.1,18533.54,1
13.8,89.3,79.0,58013.46,0
3.0,100.0,83.2,111498.45,0
9.1,91.6,85.8,49187.79,0
19.1,91.7,72.8,82360.31,0
26.9,92.8,87.9,79230.88,0
25.1,84.5,88.9,67632.39,0
3.6,30.7,40.7,43857.44,1
16.6,84.7,76.4,86791.21,0
4.4,51.4,39.5,33994.04,1
6.5,57.1,26.4,67150.68,1
22.8,92.7,69.6,67844.62,0
19.2,88.4,84.1,62899.35,0
21.9,84.0,80.0,90723.79,0
5.1,35.0,48.2,50922.76,1
12.5,100.0,73.7,70893.84,0
21.6,95.6,80.4,49334.0,0
16.8,91.2,88.5,59667.72,0
16.8,92.1,73.4,75731.06,0
